;Proband;Block;Task;Trial;Date_Hold;Date_Start;Date_Terminated;Duration;Num_Layers;MappingMethod;Target_Layer
1079844;16;2;8;1;2021-06-21T10:02:10.005Z;2021-06-21T10:02:04.860Z;2021-06-21T10:02:11.322Z;1.3170000000000002;9; direct;8
1080365;16;2;8;4;2021-06-21T10:02:34.753Z;2021-06-21T10:02:31.695Z;2021-06-21T10:02:34.802Z;0.049;9; direct;5
1080545;16;2;9;0;2021-06-21T10:02:45.544Z;2021-06-21T10:02:39.038Z;2021-06-21T10:02:45.894Z;0.35000000000000003;18; direct;1
1080847;16;2;9;1;2021-06-21T10:02:58.085Z;2021-06-21T10:02:47.305Z;2021-06-21T10:02:58.721Z;0.636;18; direct;9
1081217;16;2;9;2;2021-06-21T10:03:13.646Z;2021-06-21T10:02:59.845Z;2021-06-21T10:03:13.689Z;0.043000000000000003;18; direct;14
1081593;16;2;9;4;2021-06-21T10:03:31.158Z;2021-06-21T10:03:23.980Z;2021-06-21T10:03:31.358Z;0.2;18; direct;5
1081781;16;2;10;0;2021-06-21T10:03:41.899Z;2021-06-21T10:03:35.333Z;2021-06-21T10:03:42.394Z;0.49500000000000005;18; direct;1
1082221;16;2;10;2;2021-06-21T10:04:02.573Z;2021-06-21T10:03:57.485Z;2021-06-21T10:04:03.198Z;0.625;18; direct;17
1083531;16;2;10;4;2021-06-21T10:04:56.034Z;2021-06-21T10:04:23.056Z;2021-06-21T10:04:56.748Z;0.7140000000000001;18; direct;5
1083710;16;2;11;0;2021-06-21T10:05:07.171Z;2021-06-21T10:05:00.549Z;2021-06-21T10:05:07.343Z;0.17200000000000001;6; direct;4
1084067;16;2;11;1;2021-06-21T10:05:21.263Z;2021-06-21T10:05:08.335Z;2021-06-21T10:05:21.715Z;0.452;6; direct;1
1084196;16;2;11;2;2021-06-21T10:05:29.835Z;2021-06-21T10:05:25.415Z;2021-06-21T10:05:30.112Z;0.277;6; direct;2
1085339;16;2;12;4;2021-06-21T10:06:28.700Z;2021-06-21T10:06:25.480Z;2021-06-21T10:06:28.774Z;0.07400000000000001;6; direct;2
1087000;16;2;14;2;2021-06-21T10:07:51.319Z;2021-06-21T10:07:44.384Z;2021-06-21T10:07:52.122Z;0.803;21; direct;5
1087775;16;2;14;4;2021-06-21T10:08:24.307Z;2021-06-21T10:08:14.284Z;2021-06-21T10:08:24.582Z;0.275;21; direct;20
1087908;16;2;15;0;2021-06-21T10:08:37.385Z;2021-06-21T10:08:32.812Z;2021-06-21T10:08:37.797Z;0.41200000000000003;12; direct;9
1088229;16;2;15;2;2021-06-21T10:08:54.567Z;2021-06-21T10:08:51.412Z;2021-06-21T10:08:54.951Z;0.384;12; direct;6
1088380;16;2;15;3;2021-06-21T10:09:02.367Z;2021-06-21T10:08:56.966Z;2021-06-21T10:09:02.378Z;0.011000000000000001;12; direct;11
1088542;16;2;15;4;2021-06-21T10:09:09.545Z;2021-06-21T10:09:04.619Z;2021-06-21T10:09:10.501Z;0.9560000000000001;12; direct;1
1089140;16;2;16;2;2021-06-21T10:09:40.339Z;2021-06-21T10:09:36.623Z;2021-06-21T10:09:40.632Z;0.29300000000000004;9; direct;1
1090241;16;2;17;0;2021-06-21T10:10:28.992Z;2021-06-21T10:10:04.388Z;2021-06-21T10:10:29.734Z;0.742;21; direct;5
1092553;16;2;17;4;2021-06-21T10:12:04.822Z;2021-06-21T10:11:53.613Z;2021-06-21T10:12:05.094Z;0.272;21; direct;16
1093568;16;2;18;2;2021-06-21T10:12:53.608Z;2021-06-21T10:12:46.423Z;2021-06-21T10:12:53.690Z;0.082;18; direct;14
1094825;16;3;1;1;2021-06-21T10:15:56.439Z;2021-06-21T10:15:46.145Z;2021-06-21T10:15:56.631Z;0.192;9; densening;5
1095079;16;3;1;2;2021-06-21T10:16:08.157Z;2021-06-21T10:15:58.836Z;2021-06-21T10:16:08.234Z;0.077;9; densening;8
1095278;16;3;1;3;2021-06-21T10:16:16.421Z;2021-06-21T10:16:10.410Z;2021-06-21T10:16:17.793Z;1.372;9; densening;7
1095460;16;3;1;4;2021-06-21T10:16:25.539Z;2021-06-21T10:16:19.188Z;2021-06-21T10:16:25.675Z;0.136;9; densening;2
1095880;16;3;2;1;2021-06-21T10:16:49.075Z;2021-06-21T10:16:42.487Z;2021-06-21T10:16:49.504Z;0.42900000000000005;21; densening;20
1096817;16;3;3;0;2021-06-21T10:17:32.672Z;2021-06-21T10:17:26.109Z;2021-06-21T10:17:33.854Z;1.1820000000000002;12; densening;1
1096882;16;3;3;1;2021-06-21T10:17:37.632Z;2021-06-21T10:17:35.399Z;2021-06-21T10:17:37.726Z;0.094;12; densening;9
1097372;16;3;3;2;2021-06-21T10:17:57.576Z;2021-06-21T10:17:39.484Z;2021-06-21T10:17:58.168Z;0.5920000000000001;12; densening;11
1097774;16;3;3;4;2021-06-21T10:18:14.896Z;2021-06-21T10:18:09.642Z;2021-06-21T10:18:16.196Z;1.3;12; densening;6
1098165;16;3;4;2;2021-06-21T10:18:37.492Z;2021-06-21T10:18:34.660Z;2021-06-21T10:18:37.535Z;0.043000000000000003;6; densening;2
1098703;16;3;5;0;2021-06-21T10:19:06.463Z;2021-06-21T10:18:59.738Z;2021-06-21T10:19:07.088Z;0.625;21; densening;20
1101194;16;3;7;0;2021-06-21T10:21:00.865Z;2021-06-21T10:20:50.555Z;2021-06-21T10:21:01.604Z;0.7390000000000001;21; densening;16
1101889;16;3;7;3;2021-06-21T10:21:31.319Z;2021-06-21T10:21:26.212Z;2021-06-21T10:21:31.381Z;0.062000000000000006;21; densening;20
1101981;16;3;7;4;2021-06-21T10:21:36.455Z;2021-06-21T10:21:33.199Z;2021-06-21T10:21:36.566Z;0.111;21; densening;11
1102120;16;3;8;0;2021-06-21T10:21:49.282Z;2021-06-21T10:21:45.074Z;2021-06-21T10:21:50.204Z;0.922;12; densening;9
1102231;16;3;8;1;2021-06-21T10:21:58.362Z;2021-06-21T10:21:54.315Z;2021-06-21T10:21:58.471Z;0.10900000000000001;12; densening;1
1103037;16;3;9;0;2021-06-21T10:22:36.362Z;2021-06-21T10:22:31.561Z;2021-06-21T10:22:36.580Z;0.21800000000000003;18; densening;17
1104062;16;3;9;4;2021-06-21T10:23:20.097Z;2021-06-21T10:23:11.177Z;2021-06-21T10:23:20.768Z;0.671;18; densening;14
1104908;16;3;10;4;2021-06-21T10:24:02.406Z;2021-06-21T10:23:58.506Z;2021-06-21T10:24:02.629Z;0.223;9; densening;5
1105092;16;3;11;0;2021-06-21T10:24:13.883Z;2021-06-21T10:24:06.983Z;2021-06-21T10:24:14.176Z;0.29300000000000004;15; densening;8
1105294;16;3;11;1;2021-06-21T10:24:22.744Z;2021-06-21T10:24:15.955Z;2021-06-21T10:24:23.371Z;0.627;15; densening;4
1106990;16;3;12;1;2021-06-21T10:25:38.025Z;2021-06-21T10:25:32.217Z;2021-06-21T10:25:38.642Z;0.617;18; densening;1
1109157;16;3;13;2;2021-06-21T10:27:14.179Z;2021-06-21T10:27:08.199Z;2021-06-21T10:27:14.521Z;0.342;15; densening;14
1109329;16;3;13;3;2021-06-21T10:27:21.533Z;2021-06-21T10:27:16.083Z;2021-06-21T10:27:22.691Z;1.1580000000000001;15; densening;8
1109508;16;3;13;4;2021-06-21T10:27:30.088Z;2021-06-21T10:27:23.793Z;2021-06-21T10:27:30.390Z;0.30200000000000005;15; densening;11
1109866;16;3;14;2;2021-06-21T10:27:51.235Z;2021-06-21T10:27:49.568Z;2021-06-21T10:27:51.341Z;0.10600000000000001;6; densening;1
1110813;16;3;15;2;2021-06-21T10:28:35.106Z;2021-06-21T10:28:28.852Z;2021-06-21T10:28:36.551Z;1.445;9; densening;2
1111842;16;3;16;1;2021-06-21T10:29:24.879Z;2021-06-21T10:29:11.993Z;2021-06-21T10:29:25.042Z;0.163;18; densening;9
1112447;16;3;16;3;2021-06-21T10:29:51.034Z;2021-06-21T10:29:43.717Z;2021-06-21T10:29:51.149Z;0.115;18; densening;14
1113024;16;3;17;1;2021-06-21T10:30:21.851Z;2021-06-21T10:30:14.414Z;2021-06-21T10:30:22.125Z;0.274;12; densening;9
1113413;16;3;17;3;2021-06-21T10:30:40.567Z;2021-06-21T10:30:33.975Z;2021-06-21T10:30:41.209Z;0.642;12; densening;3
1113743;16;3;18;0;2021-06-21T10:30:59.067Z;2021-06-21T10:30:53.186Z;2021-06-21T10:30:59.164Z;0.097;15; densening;8
1113958;16;3;18;1;2021-06-21T10:31:09.218Z;2021-06-21T10:31:01.174Z;2021-06-21T10:31:09.313Z;0.095;15; densening;11
1114939;17;1;1;1;2021-06-21T11:24:06.968Z;2021-06-21T11:24:01.626Z;2021-06-21T11:24:07.008Z;0.04;21; widening;20
1116534;17;1;2;4;2021-06-21T11:25:58.823Z;2021-06-21T11:25:54.261Z;2021-06-21T11:25:58.865Z;0.042;6; widening;2
1117005;17;1;3;1;2021-06-21T11:26:24.532Z;2021-06-21T11:26:15.562Z;2021-06-21T11:26:24.822Z;0.29000000000000004;9; widening;1
1117717;17;1;4;0;2021-06-21T11:27:18.328Z;2021-06-21T11:27:13.268Z;2021-06-21T11:27:18.495Z;0.167;15; widening;8
1117877;17;1;4;1;2021-06-21T11:27:24.874Z;2021-06-21T11:27:20.076Z;2021-06-21T11:27:26.136Z;1.262;15; widening;11
1118662;17;1;4;3;2021-06-21T11:28:01.416Z;2021-06-21T11:27:42.047Z;2021-06-21T11:28:02.524Z;1.108;15; widening;4
1118853;17;1;4;4;2021-06-21T11:28:11.664Z;2021-06-21T11:28:05.761Z;2021-06-21T11:28:12.691Z;1.0270000000000001;15; widening;14
1118996;17;1;5;0;2021-06-21T11:28:23.889Z;2021-06-21T11:28:18.591Z;2021-06-21T11:28:23.978Z;0.08900000000000001;9; widening;7
1120114;17;1;6;0;2021-06-21T11:29:35.730Z;2021-06-21T11:29:30.047Z;2021-06-21T11:29:37.149Z;1.419;6; widening;1
1121578;17;1;6;3;2021-06-21T11:30:40.300Z;2021-06-21T11:30:36.872Z;2021-06-21T11:30:40.454Z;0.154;6; widening;2
1121681;17;1;6;4;2021-06-21T11:30:49.303Z;2021-06-21T11:30:45.635Z;2021-06-21T11:30:49.362Z;0.059000000000000004;6; widening;5
1124159;17;1;9;0;2021-06-21T11:34:11.639Z;2021-06-21T11:34:05.553Z;2021-06-21T11:34:11.671Z;0.032;18; widening;5
1124686;17;1;9;3;2021-06-21T11:34:36.643Z;2021-06-21T11:34:30.813Z;2021-06-21T11:34:36.668Z;0.025;18; widening;17
1125041;17;1;10;0;2021-06-21T11:34:56.974Z;2021-06-21T11:34:51.579Z;2021-06-21T11:34:58.461Z;1.487;18; widening;1
1125190;17;1;10;1;2021-06-21T11:35:05.857Z;2021-06-21T11:35:00.378Z;2021-06-21T11:35:06.067Z;0.21000000000000002;18; widening;9
1125358;17;1;10;2;2021-06-21T11:35:14.506Z;2021-06-21T11:35:08.348Z;2021-06-21T11:35:14.615Z;0.10900000000000001;18; widening;17
1126595;17;1;11;3;2021-06-21T11:36:46.762Z;2021-06-21T11:36:40.709Z;2021-06-21T11:36:47.660Z;0.898;15; widening;8
1126919;17;1;11;4;2021-06-21T11:37:00.710Z;2021-06-21T11:36:49.763Z;2021-06-21T11:37:01.766Z;1.056;15; widening;4
1127465;17;1;12;2;2021-06-21T11:37:31.145Z;2021-06-21T11:37:26.985Z;2021-06-21T11:37:31.427Z;0.28200000000000003;18; widening;5
1127810;17;1;12;4;2021-06-21T11:37:46.603Z;2021-06-21T11:37:40.764Z;2021-06-21T11:37:47.830Z;1.227;18; widening;1
1128219;17;1;13;1;2021-06-21T11:38:12.725Z;2021-06-21T11:38:08.437Z;2021-06-21T11:38:13.159Z;0.43400000000000005;15; widening;1
1128789;17;1;13;4;2021-06-21T11:38:38.789Z;2021-06-21T11:38:33.649Z;2021-06-21T11:38:40.290Z;1.5010000000000001;15; widening;4
1129378;17;1;14;2;2021-06-21T11:39:11.709Z;2021-06-21T11:39:05.816Z;2021-06-21T11:39:12.115Z;0.406;12; widening;3
1130962;17;1;16;1;2021-06-21T11:40:32.121Z;2021-06-21T11:40:26.602Z;2021-06-21T11:40:32.552Z;0.43100000000000005;12; widening;11
1131479;17;1;16;4;2021-06-21T11:40:56.164Z;2021-06-21T11:40:50.204Z;2021-06-21T11:40:56.681Z;0.517;12; widening;3
1131667;17;1;17;0;2021-06-21T11:41:11.337Z;2021-06-21T11:41:05.347Z;2021-06-21T11:41:12.399Z;1.062;12; widening;1
1134284;17;2;1;0;2021-06-21T11:51:11.515Z;2021-06-21T11:51:03.908Z;2021-06-21T11:51:11.702Z;0.187;12; densening;11
1134909;17;2;1;3;2021-06-21T11:51:42.017Z;2021-06-21T11:51:34.473Z;2021-06-21T11:51:42.305Z;0.28800000000000003;12; densening;9
1136957;17;2;3;4;2021-06-21T11:53:22.227Z;2021-06-21T11:53:17.108Z;2021-06-21T11:53:22.266Z;0.039;9; densening;8
1138272;17;2;5;2;2021-06-21T11:54:37.183Z;2021-06-21T11:54:32.456Z;2021-06-21T11:54:37.329Z;0.14600000000000002;6; densening;3
1139444;17;2;6;3;2021-06-21T11:55:34.685Z;2021-06-21T11:55:30.602Z;2021-06-21T11:55:34.694Z;0.009000000000000001;15; densening;4
1140226;17;2;7;2;2021-06-21T11:56:12.449Z;2021-06-21T11:56:06.726Z;2021-06-21T11:56:12.501Z;0.052000000000000005;21; densening;20
1143111;17;2;10;1;2021-06-21T11:58:44.421Z;2021-06-21T11:58:39.612Z;2021-06-21T11:58:44.455Z;0.034;21; densening;5
1143802;17;2;10;4;2021-06-21T11:59:14.167Z;2021-06-21T11:59:04.244Z;2021-06-21T11:59:14.342Z;0.17500000000000002;21; densening;11
1145627;17;2;12;4;2021-06-21T12:01:07.034Z;2021-06-21T12:01:02.243Z;2021-06-21T12:01:07.658Z;0.624;18; densening;17
1147365;17;2;14;4;2021-06-21T12:02:36.381Z;2021-06-21T12:02:32.897Z;2021-06-21T12:02:36.415Z;0.034;9; densening;1
1147508;17;2;15;0;2021-06-21T12:02:45.226Z;2021-06-21T12:02:40.436Z;2021-06-21T12:02:45.720Z;0.49400000000000005;12; densening;3
1148229;17;2;15;4;2021-06-21T12:03:25.543Z;2021-06-21T12:03:21.318Z;2021-06-21T12:03:25.903Z;0.36000000000000004;12; densening;6
1148739;17;2;16;2;2021-06-21T12:03:51.921Z;2021-06-21T12:03:47.564Z;2021-06-21T12:03:52.701Z;0.78;12; densening;11
1149359;17;2;17;0;2021-06-21T12:04:25.244Z;2021-06-21T12:04:15.045Z;2021-06-21T12:04:26.106Z;0.8620000000000001;21; densening;16
1150241;17;2;17;4;2021-06-21T12:05:07.716Z;2021-06-21T12:05:00.196Z;2021-06-21T12:05:08.302Z;0.5860000000000001;21; densening;20
1150812;17;2;18;2;2021-06-21T12:05:45.844Z;2021-06-21T12:05:40.995Z;2021-06-21T12:05:45.857Z;0.013000000000000001;15; densening;14
1151187;17;2;18;4;2021-06-21T12:06:03.137Z;2021-06-21T12:05:57.999Z;2021-06-21T12:06:03.533Z;0.396;15; densening;4
1151897;17;3;1;2;2021-06-21T12:09:37.823Z;2021-06-21T12:09:30.797Z;2021-06-21T12:09:38.815Z;0.9920000000000001;18; direct;1
1153048;17;3;2;3;2021-06-21T12:10:42.679Z;2021-06-21T12:10:35.542Z;2021-06-21T12:10:42.705Z;0.026000000000000002;12; direct;11
1154783;17;3;4;3;2021-06-21T12:12:08.824Z;2021-06-21T12:12:04.226Z;2021-06-21T12:12:10.124Z;1.3;9; direct;1
1155679;17;3;5;3;2021-06-21T12:12:52.424Z;2021-06-21T12:12:48.245Z;2021-06-21T12:12:53.805Z;1.381;12; direct;1
1158121;17;3;8;2;2021-06-21T12:15:14.697Z;2021-06-21T12:15:03.283Z;2021-06-21T12:15:16.024Z;1.3270000000000002;12; direct;1
1160802;17;3;11;0;2021-06-21T12:17:31.173Z;2021-06-21T12:17:26.970Z;2021-06-21T12:17:31.219Z;0.046000000000000006;18; direct;5
1161524;17;3;11;4;2021-06-21T12:18:04.282Z;2021-06-21T12:17:59.723Z;2021-06-21T12:18:05.585Z;1.3030000000000002;18; direct;1
1162002;17;3;12;1;2021-06-21T12:18:26.892Z;2021-06-21T12:18:20.223Z;2021-06-21T12:18:27.312Z;0.42000000000000004;18; direct;17
1162151;17;3;12;2;2021-06-21T12:18:33.022Z;2021-06-21T12:18:29.096Z;2021-06-21T12:18:34.430Z;1.4080000000000001;18; direct;1
1163415;17;3;14;0;2021-06-21T12:19:38.754Z;2021-06-21T12:19:33.604Z;2021-06-21T12:19:39.320Z;0.5660000000000001;21; direct;20
1164590;17;3;15;1;2021-06-21T12:20:38.089Z;2021-06-21T12:20:32.456Z;2021-06-21T12:20:38.571Z;0.48200000000000004;21; direct;20
1164719;17;3;15;2;2021-06-21T12:20:44.074Z;2021-06-21T12:20:40.563Z;2021-06-21T12:20:45.302Z;1.228;21; direct;1
1167513;17;3;18;1;2021-06-21T12:23:02.984Z;2021-06-21T12:22:59.114Z;2021-06-21T12:23:03.031Z;0.047;6; direct;4
1167738;17;3;18;3;2021-06-21T12:23:14.494Z;2021-06-21T12:23:11.097Z;2021-06-21T12:23:14.588Z;0.094;6; direct;5
1168074;18;1;1;0;2021-06-21T16:30:15.687Z;2021-06-21T16:30:09.110Z;2021-06-21T16:30:15.815Z;0.128;12; direct;11
1172207;18;1;5;0;2021-06-21T16:33:37.172Z;2021-06-21T16:33:31.173Z;2021-06-21T16:33:37.341Z;0.169;12; direct;3
1172537;18;1;5;2;2021-06-21T16:33:53.010Z;2021-06-21T16:33:48.142Z;2021-06-21T16:33:53.621Z;0.611;12; direct;6
1173096;18;1;6;0;2021-06-21T16:34:23.597Z;2021-06-21T16:34:17.194Z;2021-06-21T16:34:23.797Z;0.2;18; direct;1
1173266;18;1;6;1;2021-06-21T16:34:31.813Z;2021-06-21T16:34:25.542Z;2021-06-21T16:34:31.949Z;0.136;18; direct;17
1179581;18;1;12;4;2021-06-21T16:39:49.427Z;2021-06-21T16:39:42.572Z;2021-06-21T16:39:49.472Z;0.045000000000000005;18; direct;17
1182675;18;1;16;0;2021-06-21T16:42:22.325Z;2021-06-21T16:42:15.609Z;2021-06-21T16:42:22.411Z;0.08600000000000001;21; direct;20
1186026;18;2;1;1;2021-06-21T16:45:14.843Z;2021-06-21T16:45:06.119Z;2021-06-21T16:45:14.868Z;0.025;21; widening;1
1186975;18;2;2;0;2021-06-21T16:45:59.516Z;2021-06-21T16:45:53.285Z;2021-06-21T16:45:59.707Z;0.191;12; widening;1
1187642;18;2;2;4;2021-06-21T16:46:33.592Z;2021-06-21T16:46:29.291Z;2021-06-21T16:46:33.598Z;0.006;12; widening;3
1188444;18;2;3;3;2021-06-21T16:47:15.226Z;2021-06-21T16:47:08.584Z;2021-06-21T16:47:15.334Z;0.10800000000000001;21; widening;1
1189493;18;2;4;2;2021-06-21T16:48:06.249Z;2021-06-21T16:47:59.474Z;2021-06-21T16:48:06.522Z;0.273;18; widening;1
1199345;18;2;5;0;2021-06-21T16:54:32.504Z;2021-06-21T16:54:29.757Z;2021-06-21T16:54:32.586Z;0.082;6; widening;2
1199438;18;2;5;1;2021-06-21T16:54:38.704Z;2021-06-21T16:54:35.316Z;2021-06-21T16:54:38.771Z;0.067;6; widening;3
1199516;18;2;5;2;2021-06-21T16:54:46.341Z;2021-06-21T16:54:43.402Z;2021-06-21T16:54:46.431Z;0.09000000000000001;6; widening;1
1199606;18;2;5;3;2021-06-21T16:54:51.709Z;2021-06-21T16:54:48.666Z;2021-06-21T16:54:51.957Z;0.24800000000000003;6; widening;5
1199711;18;2;5;4;2021-06-21T16:54:57.899Z;2021-06-21T16:54:54.491Z;2021-06-21T16:54:58.439Z;0.54;6; widening;4
1199933;18;2;6;0;2021-06-21T16:55:11.646Z;2021-06-21T16:55:04.903Z;2021-06-21T16:55:13.091Z;1.445;12; widening;11
1200699;18;2;6;4;2021-06-21T16:55:49.107Z;2021-06-21T16:55:43.041Z;2021-06-21T16:55:49.311Z;0.20400000000000001;12; widening;3
1202171;18;2;8;2;2021-06-21T16:57:07.696Z;2021-06-21T16:57:01.392Z;2021-06-21T16:57:08.173Z;0.47700000000000004;18; widening;1
1203714;18;2;9;4;2021-06-21T16:58:21.202Z;2021-06-21T16:58:15.673Z;2021-06-21T16:58:21.894Z;0.6920000000000001;15; widening;1
1204561;18;2;10;4;2021-06-21T16:59:06.162Z;2021-06-21T16:59:02.687Z;2021-06-21T16:59:06.375Z;0.21300000000000002;6; widening;4
1205167;18;2;11;3;2021-06-21T16:59:39.888Z;2021-06-21T16:59:35.999Z;2021-06-21T16:59:40.165Z;0.277;6; widening;4
1205285;18;2;11;4;2021-06-21T16:59:46.699Z;2021-06-21T16:59:42.670Z;2021-06-21T16:59:47.043Z;0.34400000000000003;6; widening;3
1205422;18;2;12;0;2021-06-21T16:59:56.054Z;2021-06-21T16:59:50.908Z;2021-06-21T16:59:56.083Z;0.029;15; widening;1
1206510;18;2;13;1;2021-06-21T17:00:51.784Z;2021-06-21T17:00:46.849Z;2021-06-21T17:00:53.185Z;1.401;9; widening;1
1208219;18;2;14;4;2021-06-21T17:02:15.783Z;2021-06-21T17:02:10.810Z;2021-06-21T17:02:16.110Z;0.327;21; widening;1
1209232;18;2;15;4;2021-06-21T17:03:09.359Z;2021-06-21T17:03:02.975Z;2021-06-21T17:03:09.707Z;0.34800000000000003;18; widening;1
1209378;18;2;16;0;2021-06-21T17:03:18.641Z;2021-06-21T17:03:13.244Z;2021-06-21T17:03:18.652Z;0.011000000000000001;15; widening;8
1210745;18;2;17;1;2021-06-21T17:04:21.726Z;2021-06-21T17:04:16.963Z;2021-06-21T17:04:21.999Z;0.273;12; widening;11
1210962;18;2;17;2;2021-06-21T17:04:32.828Z;2021-06-21T17:04:24.658Z;2021-06-21T17:04:32.954Z;0.126;12; widening;3
1211523;18;2;17;4;2021-06-21T17:04:57.275Z;2021-06-21T17:04:52.227Z;2021-06-21T17:04:57.823Z;0.548;12; widening;9
1213170;18;3;1;2;2021-06-21T17:06:24.090Z;2021-06-21T17:06:17.389Z;2021-06-21T17:06:24.788Z;0.6980000000000001;12; densening;11
1221680;18;3;2;3;2021-06-21T17:12:01.846Z;2021-06-21T17:11:58.651Z;2021-06-21T17:12:02.756Z;0.91;6; densening;2
1222342;18;3;3;0;2021-06-21T17:12:32.395Z;2021-06-21T17:12:16.528Z;2021-06-21T17:12:32.925Z;0.53;21; densening;20
1222578;18;3;3;1;2021-06-21T17:12:44.947Z;2021-06-21T17:12:36.391Z;2021-06-21T17:12:45.361Z;0.41400000000000003;21; densening;16
1223138;18;3;3;2;2021-06-21T17:13:09.422Z;2021-06-21T17:12:49.114Z;2021-06-21T17:13:10.512Z;1.09;21; densening;5
1224408;18;3;4;4;2021-06-21T17:14:14.879Z;2021-06-21T17:14:10.626Z;2021-06-21T17:14:15.440Z;0.561;9; densening;8
1227886;18;3;7;4;2021-06-21T17:17:09.807Z;2021-06-21T17:17:01.524Z;2021-06-21T17:17:10.224Z;0.41700000000000004;15; densening;4
1228948;18;3;8;3;2021-06-21T17:18:00.086Z;2021-06-21T17:17:51.694Z;2021-06-21T17:18:00.095Z;0.009000000000000001;18; densening;5
1231809;18;3;11;2;2021-06-21T17:20:20.572Z;2021-06-21T17:20:16.891Z;2021-06-21T17:20:20.975Z;0.403;6; densening;3
1232685;18;3;12;0;2021-06-21T17:21:03.917Z;2021-06-21T17:20:56.814Z;2021-06-21T17:21:04.059Z;0.14200000000000002;21; densening;20
1233234;18;3;12;3;2021-06-21T17:21:30.847Z;2021-06-21T17:21:24.681Z;2021-06-21T17:21:30.882Z;0.035;21; densening;11
1234668;18;3;14;1;2021-06-21T17:22:46.406Z;2021-06-21T17:22:42.519Z;2021-06-21T17:22:46.818Z;0.41200000000000003;6; densening;3
1235096;18;3;14;4;2021-06-21T17:23:08.628Z;2021-06-21T17:23:03.438Z;2021-06-21T17:23:08.860Z;0.232;6; densening;5
1238569;18;3;16;3;2021-06-21T17:25:51.011Z;2021-06-21T17:25:44.504Z;2021-06-21T17:25:52.344Z;1.3330000000000002;18; densening;17
1239949;18;3;17;1;2021-06-21T17:27:16.625Z;2021-06-21T17:27:11.693Z;2021-06-21T17:27:16.781Z;0.156;15; densening;14
1242184;19;1;1;0;2021-06-22T14:35:48.367Z;2021-06-22T14:35:43.814Z;2021-06-22T14:35:48.503Z;0.136;6; densening;2
1242550;19;1;1;2;2021-06-22T14:36:06.109Z;2021-06-22T14:36:01.132Z;2021-06-22T14:36:06.665Z;0.556;6; densening;4
1246507;19;1;4;2;2021-06-22T14:39:37.049Z;2021-06-22T14:39:32.728Z;2021-06-22T14:39:37.459Z;0.41000000000000003;12; densening;1
1247113;19;1;4;4;2021-06-22T14:40:07.732Z;2021-06-22T14:39:58.410Z;2021-06-22T14:40:07.760Z;0.028;12; densening;6
1247347;19;1;5;0;2021-06-22T14:40:20.173Z;2021-06-22T14:40:12.688Z;2021-06-22T14:40:21.335Z;1.1620000000000001;15; densening;4
1248089;19;1;5;3;2021-06-22T14:40:57.421Z;2021-06-22T14:40:52.267Z;2021-06-22T14:40:57.562Z;0.14100000000000001;15; densening;1
1248893;19;1;6;2;2021-06-22T14:41:43.365Z;2021-06-22T14:41:39.206Z;2021-06-22T14:41:43.592Z;0.227;6; densening;2
1249004;19;1;6;3;2021-06-22T14:41:49.453Z;2021-06-22T14:41:45.411Z;2021-06-22T14:41:49.478Z;0.025;6; densening;5
1249123;19;1;6;4;2021-06-22T14:41:56.017Z;2021-06-22T14:41:51.735Z;2021-06-22T14:41:56.076Z;0.059000000000000004;6; densening;3
1250004;19;1;7;2;2021-06-22T14:42:39.536Z;2021-06-22T14:42:29.141Z;2021-06-22T14:42:39.643Z;0.10700000000000001;21; densening;20
1261246;19;1;16;2;2021-06-22T14:52:51.761Z;2021-06-22T14:52:43.610Z;2021-06-22T14:52:52.617Z;0.8560000000000001;21; densening;11
1263072;19;1;17;4;2021-06-22T14:54:18.777Z;2021-06-22T14:54:15.196Z;2021-06-22T14:54:19.139Z;0.36200000000000004;21; densening;1
1272516;19;2;2;2;2021-06-22T15:00:56.406Z;2021-06-22T15:00:49.752Z;2021-06-22T15:00:56.827Z;0.42100000000000004;9; direct;7
1274550;19;2;4;1;2021-06-22T15:02:41.857Z;2021-06-22T15:02:37.213Z;2021-06-22T15:02:41.961Z;0.10400000000000001;18; direct;9
1275663;19;2;5;2;2021-06-22T15:03:39.332Z;2021-06-22T15:03:34.235Z;2021-06-22T15:03:39.867Z;0.535;6; direct;5
1278479;19;2;8;1;2021-06-22T15:06:23.497Z;2021-06-22T15:06:17.996Z;2021-06-22T15:06:23.529Z;0.032;12; direct;9
1278606;19;2;8;2;2021-06-22T15:06:31.025Z;2021-06-22T15:06:26.383Z;2021-06-22T15:06:31.067Z;0.042;12; direct;11
1279173;19;2;9;0;2021-06-22T15:07:09.892Z;2021-06-22T15:07:04.131Z;2021-06-22T15:07:09.907Z;0.015000000000000001;6; direct;2
1279280;19;2;9;1;2021-06-22T15:07:15.442Z;2021-06-22T15:07:11.657Z;2021-06-22T15:07:15.595Z;0.153;6; direct;3
1279665;19;2;9;3;2021-06-22T15:07:32.701Z;2021-06-22T15:07:26.292Z;2021-06-22T15:07:33.550Z;0.8490000000000001;6; direct;5
1281543;19;2;11;0;2021-06-22T15:09:12.505Z;2021-06-22T15:09:05.562Z;2021-06-22T15:09:13.197Z;0.6920000000000001;15; direct;1
1282802;19;2;11;3;2021-06-22T15:10:06.842Z;2021-06-22T15:09:39.625Z;2021-06-22T15:10:06.868Z;0.026000000000000002;15; direct;11
