;;;;;Result;Result;Result;Result;Result;Peaks_Total;Peaks_Total;Peaks_Total;Peaks_Total;Peaks_Total;Peaks_BeforeHold;Peaks_BeforeHold;Peaks_BeforeHold;Peaks_BeforeHold;Peaks_BeforeHold;Peaks_AfterHold;Peaks_AfterHold;Peaks_AfterHold;Peaks_AfterHold;Peaks_AfterHold;Peaks_lower;Peaks_lower;Peaks_lower;Peaks_lower;Peaks_lower;Peaks_deeper;Peaks_deeper;Peaks_deeper;Peaks_deeper;Peaks_deeper;Peaks_between;Peaks_between;Peaks_between;Peaks_between;Peaks_between;TargetLayer;TargetLayer;TargetLayer;TargetLayer;TargetLayer;rate_before;rate_after;rate_lower;rate_deeper;rate_between;rate_sum
Trial;;;;;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;;;;;;
Proband;Block;Task;MappingMethod;NumLayers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;2; widening;21; COMPLETED; FAILED; COMPLETED; COMPLETED; COMPLETED;3;2;6;2;2;3;2;6;2;2;0;0;0;0;0;3;1;1;2;2;0;1;5;0;0;0;0;0;0;0;11;1;5;20;16;3.0;0.0;1.8;1.2;0.0;3.0
2;2;3; widening;15; COMPLETED; TERMINATED; FAILED; COMPLETED; COMPLETED;0;3;2;3;5;0;3;2;3;5;0;0;0;0;0;0;3;1;1;3;0;0;1;2;0;0;0;0;0;2;14;11;1;4;8;2.6;0.0;1.6;0.6;0.4;2.6
2;2;4; widening;12; COMPLETED; COMPLETED; FAILED; COMPLETED; COMPLETED;1;5;2;3;5;1;5;2;3;5;0;0;0;0;0;1;1;1;3;1;0;4;1;0;3;0;0;0;0;1;11;6;1;9;3;3.2;0.0;1.4;1.6;0.2;3.2
2;2;5; widening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;2;3;4;3;2;2;3;4;3;2;0;0;0;0;0;2;1;4;3;1;0;2;0;0;1;0;0;0;0;0;9;3;11;6;1;2.8;0.0;2.2;0.6;0.0;2.8
2;2;6; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;5;2;2;2;4;4;2;2;2;4;1;0;0;0;0;5;1;1;2;4;0;0;1;0;0;0;1;0;0;0;3;2;1;4;5;2.8;0.2;2.6;0.2;0.2;3.0
2;2;7; widening;18; FAILED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;4;3;6;2;1;4;3;6;2;0;0;0;0;0;1;4;3;4;1;0;0;0;0;1;0;0;0;2;0;1;17;14;9;5;3.2;0.0;2.6;0.2;0.4;3.2
2;2;8; widening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; FAILED;3;5;6;3;1;3;5;6;3;1;0;0;0;0;0;3;1;6;3;1;0;4;0;0;0;0;0;0;0;0;9;5;17;14;1;3.6;0.0;2.8;0.8;0.0;3.6
2;2;9; widening;21; COMPLETED; FAILED; TERMINATED; COMPLETED; TERMINATED;4;0;2;3;2;4;0;2;3;2;0;0;0;0;0;4;0;1;3;2;0;0;1;0;0;0;0;0;0;0;16;5;1;11;20;2.2;0.0;2.0;0.2;0.0;2.2
2;2;10; widening;9; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;2;3;3;2;0;2;3;3;2;0;0;0;0;0;0;2;1;1;1;0;0;0;0;1;0;0;2;2;0;7;8;5;1;2;2.0;0.0;1.0;0.2;0.8;2.0
2;2;11; widening;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;5;3;16;10;0;4;3;16;10;0;1;0;0;0;0;1;3;16;1;0;4;0;0;9;0;0;0;0;0;7;2;5;8;1;6.6;0.2;4.2;2.6;0.0;6.8
2;2;12; widening;12; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;3;2;6;4;2;3;2;6;4;2;0;0;0;0;0;3;2;1;4;1;0;0;5;0;1;0;0;0;0;0;6;9;1;11;3;3.4;0.0;2.2;1.2;0.0;3.4
2;2;13; widening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;2;2;3;2;1;2;2;3;2;0;0;0;0;0;1;2;1;3;2;0;0;1;0;0;0;0;0;0;0;1;5;2;7;8;2.0;0.0;1.8;0.2;0.0;2.0
2;2;14; widening;21; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;4;11;2;10;0;4;11;2;10;0;0;0;0;0;0;4;4;2;1;0;0;7;0;9;0;0;0;0;0;1;20;11;16;5;5.4;0.0;2.2;3.2;0.0;5.4
2;2;15; widening;18; COMPLETED; COMPLETED; COMPLETED; FAILED; COMPLETED;2;4;4;4;1;2;4;4;4;1;0;0;0;0;0;2;4;1;1;1;0;0;2;3;0;0;0;1;0;0;5;17;9;1;14;3.0;0.0;1.8;1.0;0.2;3.0
2;2;16; widening;15; COMPLETED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;0;11;1;1;5;0;11;1;1;5;0;0;0;0;0;0;2;1;1;2;0;9;0;0;3;0;0;0;0;0;14;8;1;11;4;3.6;0.0;1.2;2.4;0.0;3.6
2;2;17; widening;15; COMPLETED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;3;1;2;1;1;3;1;2;1;1;0;0;0;0;0;3;1;2;1;1;0;0;0;0;0;0;0;0;0;0;4;1;8;11;14;1.6;0.0;1.6;0.0;0.0;1.6
2;2;18; widening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;4;1;1;4;0;4;1;1;4;0;0;0;0;0;0;1;1;1;4;0;3;0;0;0;0;0;0;0;0;4;1;5;2;3;2.0;0.0;1.4;0.6;0.0;2.0
2;3;1; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;2;3;5;1;2;2;3;5;1;0;0;0;0;0;2;2;1;5;1;0;0;2;0;0;0;0;0;0;0;8;7;1;5;2;2.6;0.0;2.2;0.4;0.0;2.6
2;3;2; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;3;3;4;4;0;3;3;4;4;0;0;0;0;0;0;1;3;4;4;0;2;0;0;0;0;0;0;0;0;14;1;4;8;11;2.8;0.0;2.4;0.4;0.0;2.8
2;3;3; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;5;3;2;2;2;5;3;2;2;2;0;0;0;0;0;5;1;2;2;2;0;2;0;0;0;0;0;0;0;0;6;1;9;11;3;2.8;0.0;2.4;0.4;0.0;2.8
2;3;4; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;1;4;2;1;0;1;4;2;1;0;0;0;0;0;0;1;4;2;1;0;0;0;0;0;0;0;0;0;0;4;5;3;2;1;1.6;0.0;1.6;0.0;0.0;1.6
2;3;5; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;2;2;3;2;1;2;2;3;2;0;0;0;0;0;1;2;2;3;2;0;0;0;0;0;0;0;0;0;0;1;3;11;6;9;2.0;0.0;2.0;0.0;0.0;2.0
2;3;6; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;3;6;4;1;2;3;6;4;1;2;0;0;0;0;0;3;6;4;1;1;0;0;0;0;1;0;0;0;0;0;4;11;8;14;1;3.2;0.0;3.0;0.2;0.0;3.2
2;3;7; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;2;1;1;2;2;2;1;1;2;0;0;0;0;0;2;2;1;1;1;0;0;0;0;1;0;0;0;0;0;5;2;4;3;1;1.6;0.0;1.4;0.2;0.0;1.6
2;3;8; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;3;6;2;4;1;3;6;2;4;0;0;0;0;0;1;3;4;2;4;0;0;1;0;0;0;0;1;0;0;1;11;5;20;16;3.2;0.0;2.8;0.2;0.2;3.2
2;3;9; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;2;5;8;3;3;2;5;8;3;3;0;0;0;0;0;2;1;8;3;3;0;4;0;0;0;0;0;0;0;0;16;5;20;1;11;4.2;0.0;3.4;0.8;0.0;4.2
2;3;10; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;5;0;4;3;1;5;0;4;3;0;0;0;0;0;1;5;0;2;1;0;0;0;1;1;0;0;0;1;1;8;5;7;2;1;2.6;0.0;1.8;0.4;0.4;2.6
2;3;11; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;2;3;1;3;0;2;3;1;3;0;0;0;0;0;0;1;1;1;3;0;1;0;0;0;0;0;2;0;0;4;2;1;5;3;1.8;0.0;1.2;0.2;0.4;1.8
2;3;12; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;3;3;3;3;5;3;3;3;3;5;0;0;0;0;0;3;1;3;3;3;0;2;0;0;0;0;0;0;0;2;5;1;17;14;9;3.4;0.0;2.6;0.4;0.4;3.4
2;3;13; densening;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;2;2;4;5;2;2;2;4;5;2;0;0;0;0;0;2;1;4;5;2;0;1;0;0;0;0;0;0;0;0;9;1;5;14;17;3.0;0.0;2.8;0.2;0.0;3.0
2;3;14; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;3;6;5;4;9;3;6;5;4;9;0;0;0;0;0;3;6;1;4;9;0;0;4;0;0;0;0;0;0;0;5;16;1;11;20;5.4;0.0;4.6;0.8;0.0;5.4
2;3;15; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;2;3;5;8;1;2;3;5;8;0;0;0;0;0;1;2;1;5;8;0;0;2;0;0;0;0;0;0;0;2;7;1;8;5;3.8;0.0;3.4;0.4;0.0;3.8
2;3;16; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;12;3;3;3;4;12;3;3;3;4;0;0;0;0;0;12;3;3;3;1;0;0;0;0;3;0;0;0;0;0;17;14;5;9;1;5.0;0.0;4.4;0.6;0.0;5.0
2;3;17; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;2;3;2;2;1;2;3;2;2;0;0;0;0;0;1;2;1;2;1;0;0;2;0;1;0;0;0;0;0;6;9;1;11;3;2.0;0.0;1.4;0.6;0.0;2.0
2;3;18; densening;15; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;4;4;4;11;0;4;4;4;11;0;0;0;0;0;0;4;1;4;11;0;0;3;0;0;0;0;0;0;0;14;4;1;11;8;4.6;0.0;4.0;0.6;0.0;4.6
3;1;1; direct;6; TERMINATED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;2;1;1;1;5;2;1;1;1;5;0;0;0;0;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;4;5;4;1;3;2;2.0;0.0;1.2;0.0;0.8;2.0
3;1;2; direct;15; TERMINATED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;0;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;11;4;8;14;1;0.8;0.0;0.8;0.0;0.0;0.8
3;1;3; direct;15; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;0;2;2;0;6;0;2;2;0;6;0;0;0;0;0;0;2;1;0;6;0;0;1;0;0;0;0;0;0;0;4;11;1;14;8;2.0;0.0;1.8;0.2;0.0;2.0
3;1;4; direct;6; TERMINATED; FAILED; COMPLETED; TERMINATED; TERMINATED;12;0;1;0;1;12;0;1;0;1;0;0;0;0;0;12;0;1;0;1;0;0;0;0;0;0;0;0;0;0;5;4;1;3;2;2.8;0.0;2.8;0.0;0.0;2.8
3;1;5; direct;9; TERMINATED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;8;4;2;0;0;8;4;2;0;0;0;0;0;0;0;8;4;2;0;0;0;0;0;0;0;0;0;0;0;0;2;7;8;1;5;2.8;0.0;2.8;0.0;0.0;2.8
3;1;6; direct;15; TERMINATED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;7;6;8;1;0;7;6;8;0;0;0;0;0;1;0;2;6;8;0;0;5;0;0;0;0;0;0;0;14;8;1;4;11;4.4;0.0;3.4;1.0;0.0;4.4
3;1;7; direct;6; COMPLETED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;4;3;5;0.2;0.0;0.2;0.0;0.0;0.2
3;1;8; direct;21; TERMINATED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;0;1;5;2;0;0;1;5;2;0;0;0;0;0;0;0;1;2;2;0;0;0;3;0;0;0;0;0;0;0;11;20;5;16;1;1.6;0.0;1.0;0.6;0.0;1.6
3;1;9; direct;9; TERMINATED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;0;1;6;0;1;0;1;6;0;1;0;0;0;0;0;0;1;6;0;1;0;0;0;0;0;0;0;0;0;0;7;1;2;8;5;1.6;0.0;1.6;0.0;0.0;1.6
3;1;10; direct;18; FAILED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;4;17;0;3;3;4;17;0;3;3;0;0;0;0;0;4;17;0;2;1;0;0;0;0;2;0;0;0;1;0;14;17;9;5;1;5.4;0.0;4.8;0.4;0.2;5.4
3;1;11; direct;12; TERMINATED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;0;1;2;1;0;0;1;2;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;3;11;1;6;9;0.8;0.0;0.6;0.0;0.2;0.8
3;1;12; direct;12; TERMINATED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;0;2;0;2;4;0;2;0;2;4;0;0;0;0;0;0;2;0;2;2;0;0;0;0;1;0;0;0;0;1;9;6;1;11;3;1.6;0.0;1.2;0.2;0.2;1.6
3;1;13; direct;21; TERMINATED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;4;1;16;3;3;4;1;16;3;3;0;0;0;0;0;4;1;16;1;3;0;0;0;2;0;0;0;0;0;0;16;5;20;1;11;5.4;0.0;5.0;0.4;0.0;5.4
3;1;14; direct;21; TERMINATED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;13;11;3;4;0;13;11;3;4;0;0;0;0;0;0;13;9;1;4;0;0;0;2;0;0;0;2;0;0;0;16;5;1;11;20;6.2;0.0;5.4;0.4;0.4;6.2
3;1;15; direct;12; COMPLETED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;0;1;2;2;3;0;1;2;2;3;0;0;0;0;0;0;1;2;2;3;0;0;0;0;0;0;0;0;0;0;3;9;1;11;6;1.6;0.0;1.6;0.0;0.0;1.6
3;1;16; direct;9; TERMINATED; TERMINATED; FAILED; COMPLETED; COMPLETED;0;0;0;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;1;0;0;0;0;12;0;0;0;0;1;0;5;7;8;1;2;2.8;0.0;0.2;2.4;0.2;2.8
3;1;17; direct;18; COMPLETED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;1;11;25;2;7;1;11;25;2;7;0;0;0;0;0;1;1;25;2;7;0;10;0;0;0;0;0;0;0;0;5;1;17;9;14;9.2;0.0;7.2;2.0;0.0;9.2
3;1;18; direct;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;2;2;2;7;1;2;2;2;7;0;0;0;0;0;1;2;2;1;7;0;0;0;1;0;0;0;0;0;0;14;9;5;1;17;2.8;0.0;2.6;0.2;0.0;2.8
3;2;1; densening;12; COMPLETED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;0;0;3;2;5;0;0;3;2;5;0;0;0;0;0;0;0;3;2;5;0;0;0;0;0;0;0;0;0;0;6;11;1;3;9;2.0;0.0;2.0;0.0;0.0;2.0
3;2;2; densening;21; TERMINATED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;0;1;0;1;3;0;1;0;1;3;0;0;0;0;0;0;1;0;1;1;0;0;0;0;2;0;0;0;0;0;11;20;16;5;1;1.0;0.0;0.6;0.4;0.0;1.0
3;2;3; densening;12; COMPLETED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;0;1;4;0;2;0;1;4;0;2;0;0;0;0;0;0;1;4;0;2;0;0;0;0;0;0;0;0;0;0;1;11;3;6;9;1.4;0.0;1.4;0.0;0.0;1.4
3;2;4; densening;18; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;9;13;5;3;4;9;13;5;3;4;0;0;0;0;0;9;13;5;1;4;0;0;0;2;0;0;0;0;0;0;14;17;9;1;5;6.8;0.0;6.4;0.4;0.0;6.8
3;2;5; densening;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;2;0;1;3;1;2;0;1;3;1;0;0;0;0;0;2;0;1;3;1;0;0;0;0;0;0;0;0;0;0;1;2;7;5;8;1.4;0.0;1.4;0.0;0.0;1.4
3;2;6; densening;21; TERMINATED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;0;10;20;7;9;0;10;20;7;9;0;0;0;0;0;0;7;20;7;8;0;2;0;0;0;0;1;0;0;1;16;1;20;11;5;9.2;0.0;8.4;0.4;0.4;9.2
3;2;7; densening;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;4;5;2;8;5;4;5;2;8;5;0;0;0;0;0;4;1;2;3;5;0;3;0;3;0;0;1;0;2;0;7;1;8;2;5;4.8;0.0;3.0;1.2;0.6;4.8
3;2;8; densening;18; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;4;2;4;36;2;4;2;4;36;2;0;0;0;0;0;4;2;1;36;2;0;0;3;0;0;0;0;0;0;0;5;9;1;17;14;9.6;0.0;9.0;0.6;0.0;9.6
3;2;9; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;3;4;2;6;1;3;4;2;6;0;0;0;0;0;1;3;4;2;1;0;0;0;0;4;0;0;0;0;1;1;8;14;11;4;3.2;0.0;2.2;0.8;0.2;3.2
3;2;10; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;4;4;2;0;0;4;4;2;0;0;0;0;0;0;0;4;1;2;0;0;0;0;0;0;0;0;3;0;0;0;5;1;2;4;3;2.0;0.0;1.4;0.0;0.6;2.0
3;2;11; densening;6; TERMINATED; FAILED; TERMINATED; TERMINATED; COMPLETED;0;2;1;1;3;0;1;1;1;3;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;2;5;2;3;4;1;1.2;0.2;0.8;0.0;0.6;1.4
3;2;12; densening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;3;2;7;4;3;3;2;7;4;3;0;0;0;0;0;3;2;1;4;3;0;0;6;0;0;0;0;0;0;0;11;6;1;3;9;3.8;0.0;2.6;1.2;0.0;3.8
3;2;13; densening;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;2;3;2;1;1;2;3;2;0;0;0;0;0;1;1;2;1;2;0;0;0;2;0;0;0;0;0;0;2;7;8;1;5;1.8;0.0;1.4;0.4;0.0;1.8
3;2;14; densening;21; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;26;12;6;7;10;26;12;6;7;10;0;0;0;0;0;26;7;6;1;1;0;0;0;6;0;0;5;0;0;9;16;11;20;1;5;12.2;0.0;8.2;1.2;2.8;12.2
3;2;15; densening;15; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;2;2;3;8;6;2;2;3;8;6;0;0;0;0;0;2;2;3;1;6;0;0;0;7;0;0;0;0;0;0;8;11;4;1;14;4.2;0.0;2.8;1.4;0.0;4.2
3;2;16; densening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;2;0;0;1;0;2;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;3;1;4;5;0.6;0.0;0.6;0.0;0.0;0.6
3;2;17; densening;18; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;5;3;7;6;13;5;3;7;6;13;0;0;0;0;0;5;3;2;6;13;0;0;3;0;0;0;0;2;0;0;17;14;1;5;9;6.8;0.0;5.8;0.6;0.4;6.8
3;2;18; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;14;8;3;17;4;14;8;3;17;4;0;0;0;0;0;14;8;1;4;4;0;0;2;11;0;0;0;0;2;0;8;11;4;1;14;9.2;0.0;6.2;2.6;0.4;9.2
3;3;1; widening;6; COMPLETED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;0;0;2;1;10;0;0;2;1;10;0;0;0;0;0;0;0;2;1;10;0;0;0;0;0;0;0;0;0;0;4;2;5;3;1;2.6;0.0;2.6;0.0;0.0;2.6
3;3;2; widening;18; TERMINATED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;0;1;5;30;11;0;1;5;30;11;0;0;0;0;0;0;1;5;18;11;0;0;0;5;0;0;0;0;7;0;5;14;17;1;9;9.4;0.0;7.0;1.0;1.4;9.4
3;3;3; widening;6; TERMINATED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;2;1;5;4;1;2;1;5;4;1;0;0;0;0;0;2;1;1;1;1;0;0;3;3;0;0;0;1;0;0;1;4;3;2;5;2.6;0.0;1.2;1.2;0.2;2.6
3;3;4; widening;9; COMPLETED; COMPLETED; TERMINATED; TERMINATED; FAILED;1;2;0;1;1;0;2;0;1;1;1;0;0;0;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;5;7;2;8;1;0.8;0.2;1.0;0.0;0.0;1.0
3;3;5; widening;15; COMPLETED; FAILED; TERMINATED; TERMINATED; COMPLETED;4;10;7;3;5;4;10;7;3;5;0;0;0;0;0;4;1;7;3;4;0;9;0;0;1;0;0;0;0;0;14;1;8;11;4;5.8;0.0;3.8;2.0;0.0;5.8
3;3;6; widening;9; TERMINATED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;0;3;9;1;1;0;3;9;1;1;0;0;0;0;0;0;1;6;1;1;0;2;0;0;0;0;0;3;0;0;1;2;5;8;7;2.8;0.0;1.8;0.4;0.6;2.8
3;3;7; widening;12; COMPLETED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;0;0;8;4;1;0;0;8;4;1;0;0;0;0;0;0;0;6;4;1;0;0;0;0;0;0;0;2;0;0;9;11;3;6;1;2.6;0.0;2.2;0.0;0.4;2.6
3;3;8; widening;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;6;5;17;5;0;6;5;17;5;0;0;0;0;0;0;5;5;13;5;0;0;0;4;0;0;1;0;0;0;14;4;11;1;8;6.6;0.0;5.6;0.8;0.2;6.6
3;3;9; widening;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;2;9;3;3;1;2;9;3;3;1;0;0;0;0;0;2;3;3;2;1;0;6;0;1;0;0;0;0;0;0;7;2;8;1;5;3.6;0.0;2.2;1.4;0.0;3.6
3;3;10; widening;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;18;5;7;1;0;18;5;7;1;0;0;0;0;0;0;18;5;6;1;0;0;0;0;0;0;0;0;1;0;1;3;9;6;11;6.2;0.0;6.0;0.0;0.2;6.2
3;3;11; widening;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;3;5;8;6;14;3;5;8;6;14;0;0;0;0;0;3;5;8;1;1;0;0;0;5;13;0;0;0;0;0;16;11;20;5;1;7.2;0.0;3.6;3.6;0.0;7.2
3;3;12; widening;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;3;1;4;5;6;3;1;4;5;6;0;0;0;0;0;3;1;1;1;1;0;0;3;4;4;0;0;0;0;1;16;20;11;5;1;3.8;0.0;1.4;2.2;0.2;3.8
3;3;13; widening;12; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;2;1;1;10;1;2;1;1;10;0;0;0;0;0;1;2;1;1;10;0;0;0;0;0;0;0;0;0;0;6;11;9;1;3;3.0;0.0;3.0;0.0;0.0;3.0
3;3;14; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;5;3;4;1;0.4;0.0;0.4;0.0;0.0;0.4
3;3;15; widening;18; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;2;2;1;3;1;2;2;1;3;1;0;0;0;0;0;2;2;1;1;1;0;0;0;2;0;0;0;0;0;0;5;14;9;1;17;1.8;0.0;1.4;0.4;0.0;1.8
3;3;16; widening;15; COMPLETED; FAILED; COMPLETED; COMPLETED; TERMINATED;4;11;2;2;5;4;11;2;2;5;0;0;0;0;0;4;9;2;2;1;0;2;0;0;4;0;0;0;0;0;8;1;11;14;4;4.8;0.0;3.6;1.2;0.0;4.8
3;3;17; widening;18; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;2;3;4;3;1;2;3;4;3;0;0;0;0;0;1;1;2;4;3;0;1;1;0;0;0;0;0;0;0;14;1;5;9;17;2.6;0.0;2.2;0.4;0.0;2.6
3;3;18; widening;21; FAILED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;9;10;2;3;2;9;10;2;3;2;0;0;0;0;0;9;10;2;3;2;0;0;0;0;0;0;0;0;0;0;1;16;20;5;11;5.2;0.0;5.2;0.0;0.0;5.2
4;1;1; densening;15; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;1;4;12;6;0;1;4;12;6;1;0;0;0;0;1;1;4;12;6;0;0;0;0;0;0;0;0;0;0;1;4;8;11;14;4.6;0.2;4.8;0.0;0.0;4.8
4;1;2; densening;18; TERMINATED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;6;5;18;8;10;6;5;18;8;10;0;0;0;0;0;6;1;18;5;10;0;4;0;0;0;0;0;0;3;0;9;1;14;5;17;9.4;0.0;8.0;0.8;0.6;9.4
4;1;3; densening;12; TERMINATED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;2;1;10;3;3;2;1;9;3;3;0;0;1;0;0;2;1;10;1;3;0;0;0;2;0;0;0;0;0;0;3;6;9;1;11;3.6;0.2;3.4;0.4;0.0;3.8000000000000003
4;1;4; densening;21; TERMINATED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;2;14;7;5;3;2;14;7;5;3;0;0;0;0;0;2;14;7;5;1;0;0;0;0;2;0;0;0;0;0;16;5;11;20;1;6.2;0.0;5.8;0.4;0.0;6.2
4;1;5; densening;15; COMPLETED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;3;1;2;7;1;3;1;2;7;1;0;0;0;0;0;3;1;2;7;1;0;0;0;0;0;0;0;0;0;0;1;8;14;4;11;2.8;0.0;2.8;0.0;0.0;2.8
4;1;6; densening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;0;1;1;5;0;0;1;1;5;0;0;0;0;0;0;0;1;1;5;0;0;0;0;0;0;0;0;0;0;1;3;9;11;6;1.4;0.0;1.4;0.0;0.0;1.4
4;1;7; densening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;2;1;1;3;1;2;1;1;3;1;0;0;0;0;0;2;1;1;2;1;0;0;0;0;0;0;0;0;1;0;3;6;11;1;9;1.6;0.0;1.4;0.0;0.2;1.6
